HomeTeam,AwayTeam,FTHG,FTAG
Qatar,Iran,3,2
Ivory Coast,DR Congo,1,0
Nigeria,South Africa,1,1
Qatar,Jordan,3,1
South Africa,DR Congo,0,0
Ivory Coast,Nigeria,2,1
Trinidad and Tobago,Jamaica,0,1
Trinidad and Tobago,Jamaica,0,0
Kazakhstan,Turkmenistan,2,0
Solomon Islands,Fiji,2,1
Bonaire,El Salvador,1,1
San Marino,Saint Kitts and Nevis,1,3
Djibouti,Liberia,0,2
Somalia,Eswatini,0,3
Tonga,Samoa,1,4
South Africa,Andorra,1,1
Cape Verde,Guyana,1,0
Guinea,Vanuatu,6,0
Panama,Mexico,0,3
United States,Jamaica,3,1
Gibraltar,Lithuania,0,1
Poland,Estonia,5,1
Wales,Finland,4,1
Israel,Iceland,1,4
Bosnia and Herzegovina,Ukraine,1,2
Georgia,Luxembourg,2,0
Greece,Kazakhstan,5,0
Qatar,Kuwait,3,0
Afghanistan,India,0,0
Myanmar,Syria,1,1
Japan,North Korea,1,0
South Korea,Thailand,1,1
Singapore,China,2,2
Taiwan,Kyrgyzstan,0,2
Oman,Malaysia,2,0
Iran,Turkmenistan,5,0
Hong Kong,Uzbekistan,0,2
Indonesia,Vietnam,1,0
Iraq,Philippines,1,0
Pakistan,Jordan,0,3
Saudi Arabia,Tajikistan,1,0
Bahrain,Nepal,5,0
United Arab Emirates,Yemen,2,1
Australia,Lebanon,2,0
Palestine,Bangladesh,5,0
Belize,Puerto Rico,1,1
Cyprus,Latvia,1,1
Ecuador,Guatemala,2,0
Ethiopia,Lesotho,1,2
Malta,Slovenia,2,2
Montenegro,Belarus,2,0
Portugal,Sweden,5,2
Solomon Islands,Fiji,0,2
Venezuela,Italy,1,2
Algeria,Bolivia,3,2
Azerbaijan,Mongolia,1,0
Bulgaria,Tanzania,1,0
Egypt,New Zealand,1,0
Equatorial Guinea,Cambodia,2,0
Brunei,Bermuda,0,2
Central African Republic,Bhutan,6,0
Sri Lanka,Papua New Guinea,0,0
Anguilla,Turks and Caicos Islands,0,0
United States Virgin Islands,British Virgin Islands,1,1
Albania,Chile,0,3
Argentina,El Salvador,3,0
Armenia,Kosovo,0,1
Burkina Faso,Libya,1,2
Comoros,Uganda,4,0
Hungary,Turkey,1,0
Liechtenstein,Faroe Islands,0,4
Mauritania,Mali,0,2
Morocco,Angola,1,0
Netherlands,Scotland,4,0
Niger,Togo,1,2
Nigeria,Ghana,2,1
North Macedonia,Moldova,1,1
Norway,Czech Republic,1,2
Peru,Nicaragua,2,0
Romania,Northern Ireland,1,1
Senegal,Gabon,3,0
Spain,Colombia,0,1
Chad,Mauritius,1,0
São Tomé and Príncipe,South Sudan,1,1
Tunisia,Croatia,0,0
Canada,Trinidad and Tobago,2,0
Costa Rica,Honduras,3,1
Denmark,Switzerland,0,0
Dominican Republic,Aruba,2,0
England,Brazil,0,1
France,Germany,0,2
Ivory Coast,Benin,2,2
Republic of Ireland,Belgium,0,0
Slovakia,Austria,0,2
Samoa,Cook Islands,1,0
Jamaica,Panama,1,0
United States,Mexico,2,0
Belize,Puerto Rico,3,0
Ecuador,Italy,0,2
Ethiopia,Lesotho,2,1
Guatemala,Venezuela,0,0
San Marino,Saint Kitts and Nevis,0,0
Suriname,Martinique,1,1
Bolivia,Andorra,1,0
Azerbaijan,Bulgaria,1,1
Tanzania,Mongolia,3,0
Cape Verde,Equatorial Guinea,1,0
Bermuda,Guinea,1,5
Central African Republic,Papua New Guinea,4,0
Sri Lanka,Bhutan,2,0
Comoros,Angola,0,0
Cyprus,Serbia,0,1
Gabon,Congo,1,1
Montenegro,North Macedonia,1,0
Sweden,Albania,1,0
Algeria,South Africa,3,3
Egypt,Croatia,2,4
New Zealand,Tunisia,0,0
Cambodia,Guyana,1,4
Brunei,Vanuatu,3,2
Lithuania,Gibraltar,1,0
Wales,Poland,0,0
Ukraine,Iceland,2,1
Georgia,Greece,0,0
India,Afghanistan,1,2
Kuwait,Qatar,1,2
Syria,Myanmar,7,0
Thailand,South Korea,0,3
China,Singapore,4,1
Kyrgyzstan,Taiwan,5,1
Malaysia,Oman,0,2
Uzbekistan,Hong Kong,3,0
Turkmenistan,Iran,0,1
Philippines,Iraq,0,5
Vietnam,Indonesia,0,3
Tajikistan,Saudi Arabia,1,1
Jordan,Pakistan,7,0
Bahrain,Nepal,3,0
Yemen,United Arab Emirates,0,3
Bangladesh,Palestine,0,1
Australia,Lebanon,5,0
British Virgin Islands,United States Virgin Islands,0,0
Turks and Caicos Islands,Anguilla,1,1
Argentina,Costa Rica,3,1
Austria,Turkey,6,1
Colombia,Romania,3,2
Czech Republic,Armenia,2,1
Denmark,Faroe Islands,2,0
El Salvador,Honduras,1,1
England,Belgium,2,2
France,Chile,3,2
Germany,Netherlands,2,1
Hungary,Kosovo,2,0
Ivory Coast,Uruguay,2,1
Latvia,Liechtenstein,1,1
Malta,Belarus,0,0
Morocco,Mauritania,0,0
Nicaragua,Cuba,0,1
Norway,Slovakia,1,1
Peru,Dominican Republic,4,1
Republic of Ireland,Switzerland,0,1
Scotland,Northern Ireland,0,1
Senegal,Benin,1,0
Slovenia,Portugal,2,0
Spain,Brazil,3,3
Finland,Estonia,2,1
Liberia,Djibouti,0,0
Eswatini,Somalia,2,2
Mauritius,Chad,1,2
South Sudan,São Tomé and Príncipe,0,0
Tonga,Cook Islands,0,1
Northern Mariana Islands,Guam,2,2
Northern Mariana Islands,Guam,2,1
Trinidad and Tobago,Guyana,2,1
Trinidad and Tobago,Guyana,2,0
Grenada,Saint Vincent and the Grenadines,0,3
Guatemala,Nicaragua,1,1
Galicia,Panama,0,2
Basque Country,Uruguay,1,1
Bolivia,Mexico,0,1
Costa Rica,Uruguay,0,0
Greenland,Turkmenistan,0,5
Indonesia,Tanzania,0,0
Albania,Liechtenstein,3,0
Croatia,North Macedonia,3,0
England,Bosnia and Herzegovina,3,0
Germany,Ukraine,0,0
Gibraltar,Scotland,0,2
Austria,Serbia,2,1
Italy,Turkey,0,0
Portugal,Finland,4,2
Republic of Ireland,Hungary,2,1
Romania,Bulgaria,0,0
Slovenia,Armenia,2,1
Switzerland,Estonia,4,0
Belgium,Montenegro,2,0
Denmark,Sweden,2,1
France,Luxembourg,3,0
Mexico,Uruguay,0,4
Norway,Kosovo,3,0
San Marino,Slovakia,0,4
Spain,Andorra,5,0
Sierra Leone,Djibouti,2,1
Togo,South Sudan,1,1
Namibia,Liberia,1,1
Tunisia,Equatorial Guinea,1,0
Central African Republic,Chad,1,0
Antigua and Barbuda,Bermuda,1,1
Trinidad and Tobago,Grenada,2,2
Curaçao,Barbados,4,1
Nicaragua,Montserrat,4,1
Guatemala,Dominica,6,0
Suriname,Saint Vincent and the Grenadines,4,1
Gibraltar,Wales,0,0
Netherlands,Canada,4,0
Guinea-Bissau,Ethiopia,0,0
Egypt,Burkina Faso,2,1
Mauritania,Sudan,0,2
Senegal,DR Congo,1,1
Benin,Rwanda,1,0
Libya,Mauritius,2,1
Algeria,Guinea,1,2
Malawi,São Tomé and Príncipe,3,1
Mali,Ghana,1,2
Afghanistan,Qatar,0,0
India,Kuwait,0,0
Myanmar,Japan,0,5
North Korea,Syria,1,0
China,Thailand,1,1
Singapore,South Korea,0,7
Taiwan,Oman,0,3
Kyrgyzstan,Malaysia,1,1
Uzbekistan,Turkmenistan,3,1
Hong Kong,Iran,2,4
Indonesia,Iraq,0,2
Vietnam,Philippines,3,2
Jordan,Tajikistan,3,0
Pakistan,Saudi Arabia,0,3
Nepal,United Arab Emirates,0,4
Bahrain,Yemen,0,0
Bangladesh,Australia,0,2
Palestine,Lebanon,0,0
Honduras,Cuba,3,1
Costa Rica,Saint Kitts and Nevis,4,0
Haiti,Saint Lucia,2,1
Panama,Guyana,2,0
Jamaica,Dominican Republic,1,0
El Salvador,Puerto Rico,0,0
Albania,Azerbaijan,3,1
Armenia,Kazakhstan,2,1
Belarus,Russia,0,4
Cambodia,Mongolia,2,0
Czech Republic,Malta,7,1
England,Iceland,0,1
Germany,Greece,2,1
Peru,Paraguay,0,0
Poland,Ukraine,3,1
Romania,Liechtenstein,0,0
Scotland,Finland,2,2
Zimbabwe,Lesotho,0,2
Nigeria,South Africa,1,1
Angola,Eswatini,1,0
Morocco,Zambia,2,1
Kenya,Burundi,1,1
Ivory Coast,Gabon,1,0
Mozambique,Somalia,2,1
Uganda,Botswana,1,0
Madagascar,Comoros,2,1
Brunei,Sri Lanka,1,0
Latvia,Lithuania,0,2
Estonia,Faroe Islands,4,1
Belgium,Luxembourg,3,0
Denmark,Norway,3,1
Hungary,Israel,3,0
Mexico,Brazil,2,3
Moldova,Cyprus,3,2
Portugal,Croatia,1,2
Slovenia,Bulgaria,1,1
Spain,Northern Ireland,5,1
Sweden,Serbia,0,3
Switzerland,Austria,1,1
United States,Colombia,1,5
Cameroon,Cape Verde,4,1
Gambia,Seychelles,5,1
Cayman Islands,Antigua and Barbuda,1,0
Bahamas,Trinidad and Tobago,1,7
Aruba,Curaçao,0,2
Belize,Nicaragua,0,4
British Virgin Islands,Guatemala,0,3
Anguilla,Suriname,0,4
Argentina,Ecuador,1,0
France,Canada,0,0
Italy,Bosnia and Herzegovina,1,0
Montenegro,Georgia,1,3
Slovakia,Wales,4,0
Djibouti,Ethiopia,1,1
Mauritania,Senegal,0,1
DR Congo,Togo,1,0
São Tomé and Príncipe,Liberia,0,1
Namibia,Tunisia,0,0
Bermuda,Honduras,1,6
Grenada,Costa Rica,0,3
Barbados,Haiti,1,3
Montserrat,Panama,1,3
Dominica,Jamaica,2,3
Saint Vincent and the Grenadines,El Salvador,1,3
Czech Republic,North Macedonia,2,1
Netherlands,Iceland,4,0
Poland,Turkey,2,1
Guinea-Bissau,Egypt,1,1
Burkina Faso,Sierra Leone,2,2
Benin,Nigeria,2,1
Somalia,Botswana,1,3
Uganda,Algeria,1,2
Guinea,Mozambique,0,1
Equatorial Guinea,Malawi,1,0
Ghana,Central African Republic,4,3
Latvia,Faroe Islands,1,0
Lithuania,Estonia,1,1
Brunei,Sri Lanka,1,0
Andorra,Northern Ireland,0,2
Azerbaijan,Kazakhstan,3,2
Chile,Paraguay,3,0
Greece,Malta,2,0
Israel,Belarus,4,0
Moldova,Ukraine,0,4
Mongolia,Cambodia,2,1
Portugal,Republic of Ireland,3,0
San Marino,Cyprus,1,4
South Sudan,Sudan,0,3
Lesotho,Rwanda,0,1
South Africa,Zimbabwe,3,1
Cape Verde,Libya,1,0
Mauritius,Eswatini,2,1
Angola,Cameroon,1,1
Zambia,Tanzania,0,1
Morocco,Congo,6,0
Kenya,Ivory Coast,0,0
Gabon,Gambia,3,2
Seychelles,Burundi,1,3
Madagascar,Mali,0,0
Chad,Comoros,0,2
Kuwait,Afghanistan,1,0
Qatar,India,2,1
Japan,Syria,5,0
North Korea,Myanmar,4,1
Thailand,Singapore,3,1
South Korea,China,1,0
Oman,Kyrgyzstan,1,1
Malaysia,Taiwan,3,1
Turkmenistan,Hong Kong,0,0
Iran,Uzbekistan,0,0
Indonesia,Philippines,2,0
Iraq,Vietnam,3,1
Tajikistan,Pakistan,3,0
Saudi Arabia,Jordan,1,2
United Arab Emirates,Bahrain,1,1
Yemen,Nepal,2,2
Lebanon,Bangladesh,4,0
Australia,Palestine,5,0
Cuba,Cayman Islands,3,0
Saint Kitts and Nevis,Bahamas,1,0
Saint Lucia,Aruba,2,2
Guyana,Belize,3,1
Dominican Republic,British Virgin Islands,4,0
Puerto Rico,Anguilla,8,0
Ecuador,Bolivia,3,1
United States,Brazil,1,1
Germany,Scotland,5,1
Argentina,Guatemala,4,1
El Salvador,Peru,0,1
Hungary,Switzerland,1,3
Spain,Croatia,3,0
Italy,Albania,2,1
Colombia,Bolivia,3,0
Vanuatu,Solomon Islands,1,0
Ecuador,Honduras,2,1
Slovenia,Denmark,1,1
Serbia,England,0,1
Poland,Netherlands,1,2
Panama,Paraguay,0,1
Tahiti,Samoa,2,0
Fiji,Papua New Guinea,5,1
Austria,France,0,1
Romania,Ukraine,3,0
Belgium,Slovakia,0,1
Turkey,Georgia,3,1
Portugal,Czech Republic,2,1
New Zealand,Solomon Islands,3,0
Germany,Hungary,2,0
Scotland,Switzerland,1,1
Croatia,Albania,2,2
Papua New Guinea,Tahiti,1,1
Fiji,Samoa,9,1
Spain,Italy,1,0
Slovenia,Serbia,1,1
Denmark,England,1,1
Argentina,Canada,2,0
Poland,Austria,1,3
Netherlands,France,0,0
Slovakia,Ukraine,1,2
Vanuatu,New Zealand,0,4
Peru,Chile,0,0
Belgium,Romania,2,0
Georgia,Czech Republic,1,1
Turkey,Portugal,0,3
Samoa,Papua New Guinea,1,2
Fiji,Tahiti,1,0
Ecuador,Venezuela,1,2
Mexico,Jamaica,1,0
Germany,Switzerland,1,1
Scotland,Hungary,0,1
United States,Bolivia,2,0
Uruguay,Panama,3,1
Albania,Spain,0,1
Croatia,Italy,1,1
Colombia,Paraguay,2,1
Brazil,Costa Rica,0,0
England,Slovenia,0,0
Denmark,Serbia,0,0
Netherlands,Austria,2,3
France,Poland,1,1
Peru,Canada,0,1
Chile,Argentina,0,1
Slovakia,Romania,1,1
Ukraine,Belgium,0,0
Georgia,Portugal,2,0
Czech Republic,Turkey,1,2
Ecuador,Jamaica,3,1
Venezuela,Mexico,1,0
Vanuatu,Fiji,2,1
New Zealand,Tahiti,5,0
United States,Panama,1,2
Uruguay,Bolivia,5,0
Colombia,Costa Rica,3,0
Paraguay,Brazil,1,4
Switzerland,Italy,2,0
Germany,Denmark,2,0
Argentina,Peru,2,0
Canada,Chile,0,0
England,Slovakia,2,1
Spain,Georgia,4,1
Tahiti,Fiji,2,1
Vanuatu,New Zealand,0,3
Mexico,Ecuador,0,0
Jamaica,Venezuela,0,3
France,Belgium,1,0
Portugal,Slovenia,0,0
United States,Uruguay,0,1
Bolivia,Panama,1,3
Romania,Netherlands,0,3
Austria,Turkey,1,2
Brazil,Colombia,1,1
Costa Rica,Paraguay,2,1
Argentina,Ecuador,1,1
Germany,Spain,1,2
Portugal,France,0,0
Venezuela,Canada,1,1
England,Switzerland,1,1
Netherlands,Turkey,2,1
Uruguay,Brazil,0,0
Colombia,Panama,5,0
Spain,France,2,1
Argentina,Canada,2,0
Netherlands,England,1,2
Uruguay,Colombia,0,1
Canada,Uruguay,2,2
Spain,England,2,1
Argentina,Colombia,1,0
Guatemala,El Salvador,0,1
Jordan,North Korea,0,0
Jordan,North Korea,2,1
Guatemala,Uruguay,1,1
Fiji,Solomon Islands,1,0
Fiji,Hong Kong,1,1
India,Mauritius,0,0
Gibraltar,Andorra,1,0
Lebanon,Tajikistan,1,0
Malaysia,Philippines,2,1
Comoros,Gambia,1,1
Libya,Rwanda,1,1
Sudan,Niger,1,0
Tanzania,Ethiopia,0,0
United States Virgin Islands,Bahamas,3,3
Turks and Caicos Islands,Anguilla,0,2
Cayman Islands,British Virgin Islands,1,0
Hong Kong,Solomon Islands,3,0
Bhutan,Bangladesh,0,1
Vietnam,Russia,0,3
Sri Lanka,Cambodia,0,0
Timor-Leste,Mongolia,4,1
Tunisia,Madagascar,1,0
Central African Republic,Lesotho,3,1
Algeria,Equatorial Guinea,2,0
Ghana,Angola,0,1
Guinea-Bissau,Eswatini,1,0
Congo,South Sudan,1,0
Malawi,Burundi,2,3
Guyana,Suriname,1,3
Costa Rica,Guadeloupe,3,0
Guatemala,Martinique,3,1
Montserrat,El Salvador,1,4
Bonaire,Saint Vincent and the Grenadines,1,1
Portugal,Croatia,2,1
Scotland,Poland,2,3
Denmark,Switzerland,2,0
Serbia,Spain,0,0
Azerbaijan,Sweden,1,3
Estonia,Slovakia,0,1
Northern Ireland,Luxembourg,2,0
Belarus,Bulgaria,0,0
San Marino,Liechtenstein,1,0
Bolivia,Venezuela,4,0
Argentina,Chile,3,0
Qatar,United Arab Emirates,1,3
Uzbekistan,North Korea,1,0
Iran,Kyrgyzstan,1,0
Iraq,Oman,1,0
South Korea,Palestine,0,0
Jordan,Kuwait,1,1
Japan,China,7,0
Australia,Bahrain,0,1
Saudi Arabia,Indonesia,1,1
Syria,Mauritius,2,0
Brunei,Macau,3,0
Morocco,Gabon,4,1
Egypt,Cape Verde,3,0
Togo,Liberia,1,1
Sierra Leone,Chad,0,0
Ivory Coast,Zambia,2,0
DR Congo,Guinea,1,0
Mali,Mozambique,1,1
Kenya,Zimbabwe,0,0
South Africa,Uganda,2,2
Senegal,Burkina Faso,1,1
French Guiana,Nicaragua,0,1
Jamaica,Cuba,0,0
Honduras,Trinidad and Tobago,4,0
Saint Lucia,Curaçao,2,1
Grenada,Saint Martin,2,0
Sint Maarten,Aruba,2,0
Puerto Rico,Haiti,1,4
Belgium,Israel,3,1
France,Italy,1,3
Kazakhstan,Norway,0,0
Slovenia,Austria,1,1
Iceland,Montenegro,2,0
Wales,Turkey,0,0
Kosovo,Romania,0,3
Lithuania,Cyprus,0,1
Cook Islands,Tonga,1,3
Samoa,American Samoa,2,0
Peru,Colombia,1,1
Uruguay,Paraguay,0,0
Brazil,Ecuador,1,0
Mexico,New Zealand,3,0
United States,Canada,1,2
Mauritania,Botswana,1,0
Nigeria,Benin,3,0
Cameroon,Namibia,1,0
Bermuda,Dominican Republic,2,3
Antigua and Barbuda,Dominica,1,2
Bahamas,Barbados,2,3
Turks and Caicos Islands,Belize,0,4
Cayman Islands,Saint Kitts and Nevis,1,4
Germany,Hungary,5,0
Netherlands,Bosnia and Herzegovina,5,2
Georgia,Czech Republic,4,1
Ukraine,Albania,1,2
Republic of Ireland,England,0,2
Greece,Finland,3,0
Faroe Islands,North Macedonia,1,1
Armenia,Latvia,4,1
Moldova,Malta,2,0
Bhutan,Bangladesh,1,0
Tajikistan,Philippines,0,0
Malaysia,Lebanon,1,0
Gambia,Tunisia,1,2
Saint Vincent and the Grenadines,Montserrat,2,0
Bonaire,El Salvador,1,2
Portugal,Scotland,2,1
Croatia,Poland,1,0
Denmark,Serbia,2,0
Switzerland,Spain,1,4
Slovakia,Azerbaijan,2,0
Sweden,Estonia,3,0
Luxembourg,Belarus,0,1
Bulgaria,Northern Ireland,1,0
Gibraltar,Liechtenstein,2,2
India,Syria,0,3
Madagascar,Comoros,1,1
Morocco,Lesotho,1,0
Equatorial Guinea,Togo,2,2
Niger,Ghana,1,1
Angola,Sudan,2,1
Ethiopia,DR Congo,0,2
Uganda,Congo,2,0
Burundi,Senegal,0,1
Guadeloupe,Suriname,1,0
Martinique,Guyana,2,2
Guatemala,Costa Rica,0,0
Curaçao,Saint Martin,4,0
Grenada,Saint Lucia,1,2
Haiti,Sint Maarten,6,0
Puerto Rico,Aruba,1,0
France,Belgium,2,0
Israel,Italy,1,2
Norway,Austria,2,1
Slovenia,Kazakhstan,3,0
Montenegro,Wales,1,2
Turkey,Iceland,3,1
Cyprus,Kosovo,0,4
Romania,Lithuania,3,1
Samoa,Tonga,2,1
Mexico,Canada,0,0
Moldova,San Marino,1,0
United States,New Zealand,1,1
Vietnam,Thailand,1,2
Cambodia,Sri Lanka,2,2
Macau,Brunei,0,1
Mongolia,Timor-Leste,2,0
Gabon,Central African Republic,2,0
Botswana,Egypt,0,4
Cape Verde,Mauritania,2,0
Rwanda,Nigeria,0,0
Benin,Libya,2,1
Liberia,Algeria,0,3
Zambia,Sierra Leone,3,2
Chad,Ivory Coast,0,2
Guinea,Tanzania,1,2
Mozambique,Guinea-Bissau,2,1
Eswatini,Mali,0,1
Namibia,Kenya,1,2
South Sudan,South Africa,2,3
Burkina Faso,Malawi,3,1
Cuba,Nicaragua,1,1
Trinidad and Tobago,French Guiana,0,0
Honduras,Jamaica,1,2
Dominican Republic,Dominica,2,0
Antigua and Barbuda,Bermuda,0,1
United States Virgin Islands,Barbados,0,3
Belize,Anguilla,1,0
Saint Kitts and Nevis,British Virgin Islands,2,0
Hungary,Bosnia and Herzegovina,0,0
Netherlands,Germany,2,2
Albania,Georgia,0,1
Czech Republic,Ukraine,3,2
England,Finland,2,0
Republic of Ireland,Greece,0,2
Latvia,Faroe Islands,1,0
North Macedonia,Armenia,2,0
Andorra,Malta,0,1
Colombia,Argentina,2,1
Ecuador,Peru,1,0
Chile,Bolivia,1,2
Venezuela,Uruguay,0,0
Paraguay,Brazil,1,0
North Korea,Qatar,2,2
Kyrgyzstan,Uzbekistan,2,3
United Arab Emirates,Iran,0,1
Oman,South Korea,1,3
Kuwait,Iraq,0,0
Palestine,Jordan,1,3
Bahrain,Japan,0,5
Indonesia,Australia,0,0
China,Saudi Arabia,1,2
Zimbabwe,Cameroon,0,0
Brunei,Timor-Leste,0,1
Barbados,United States Virgin Islands,5,0
Belize,Anguilla,1,0
Saint Kitts and Nevis,British Virgin Islands,3,1
Liechtenstein,Hong Kong,1,0
Myanmar,Sri Lanka,2,0
Cape Verde,Botswana,0,1
Algeria,Togo,5,1
Ghana,Sudan,0,0
DR Congo,Tanzania,1,0
Namibia,Zimbabwe,0,1
Burkina Faso,Burundi,4,1
Cuba,Trinidad and Tobago,2,2
French Guiana,Honduras,2,3
Nicaragua,Jamaica,0,2
Bonaire,Montserrat,0,1
Saint Vincent and the Grenadines,El Salvador,2,3
Israel,France,1,4
Italy,Belgium,2,2
England,Greece,1,2
Finland,Republic of Ireland,1,2
Austria,Kazakhstan,4,0
Norway,Slovenia,3,0
Latvia,North Macedonia,0,3
Faroe Islands,Armenia,2,2
Gibraltar,San Marino,1,0
Moldova,Andorra,2,0
Bolivia,Colombia,1,0
Ecuador,Paraguay,0,0
Venezuela,Argentina,1,1
Chile,Brazil,1,2
Papua New Guinea,New Caledonia,1,3
Fiji,Solomon Islands,1,0
Qatar,Kyrgyzstan,3,1
Uzbekistan,Iran,0,0
United Arab Emirates,North Korea,1,1
Jordan,South Korea,0,2
Oman,Kuwait,4,0
Iraq,Palestine,1,0
Bahrain,Indonesia,2,2
Australia,China,3,1
Saudi Arabia,Japan,0,2
Cambodia,Taiwan,3,2
Madagascar,Gambia,1,1
Tunisia,Comoros,0,1
Gabon,Lesotho,0,0
Egypt,Mauritania,2,0
Benin,Rwanda,3,0
Nigeria,Libya,1,0
Equatorial Guinea,Liberia,1,0
Angola,Niger,2,0
Zambia,Chad,0,0
Ivory Coast,Sierra Leone,4,1
Mozambique,Eswatini,1,1
Mali,Guinea-Bissau,1,0
Cameroon,Kenya,4,1
Uganda,South Sudan,1,0
South Africa,Congo,5,0
Senegal,Malawi,4,0
Guadeloupe,Martinique,0,1
Suriname,Costa Rica,1,1
Guyana,Guatemala,1,3
Grenada,Curaçao,0,0
Saint Lucia,Saint Martin,2,1
Sint Maarten,Puerto Rico,3,2
Aruba,Haiti,1,3
Bosnia and Herzegovina,Germany,1,2
Hungary,Netherlands,1,1
Czech Republic,Albania,2,0
Ukraine,Georgia,1,0
Iceland,Wales,2,2
Turkey,Montenegro,1,0
Estonia,Azerbaijan,3,1
Slovakia,Sweden,2,2
Peru,Uruguay,1,0
New Zealand,Tahiti,3,0
Syria,Tajikistan,1,0
Thailand,Philippines,3,1
United States,Panama,2,0
Vietnam,India,1,1
Morocco,Central African Republic,5,0
Guinea,Ethiopia,4,1
Antigua and Barbuda,Dominican Republic,0,5
Bermuda,Dominica,6,1
Bahamas,United States Virgin Islands,3,1
Turks and Caicos Islands,Anguilla,2,1
Cayman Islands,British Virgin Islands,1,0
Croatia,Scotland,2,1
Poland,Portugal,1,3
Serbia,Switzerland,2,0
Spain,Denmark,1,0
Lithuania,Kosovo,1,2
Cyprus,Romania,0,3
Bulgaria,Luxembourg,0,0
Belarus,Northern Ireland,0,0
Vanuatu,Samoa,4,1
Andorra,San Marino,2,0
Myanmar,Sri Lanka,0,0
Burundi,Burkina Faso,0,2
Montserrat,Bonaire,0,1
Saint Vincent and the Grenadines,El Salvador,2,1
Finland,England,1,3
Greece,Republic of Ireland,2,0
Kazakhstan,Slovenia,0,1
Austria,Norway,5,1
Faroe Islands,Latvia,1,1
Armenia,North Macedonia,0,2
Liechtenstein,Gibraltar,0,0
Malta,Moldova,1,0
New Zealand,Malaysia,4,0
Gambia,Madagascar,1,0
Liberia,Equatorial Guinea,1,2
Togo,Algeria,0,1
Eswatini,Mozambique,0,3
Kenya,Cameroon,0,1
Zimbabwe,Namibia,3,1
Nicaragua,French Guiana,3,2
Jamaica,Honduras,0,0
Trinidad and Tobago,Cuba,3,1
Curaçao,Grenada,1,0
Saint Lucia,Saint Martin,0,4
Puerto Rico,Sint Maarten,2,1
Aruba,Haiti,3,5
Belgium,France,1,2
Italy,Israel,4,1
Bosnia and Herzegovina,Hungary,0,2
Germany,Netherlands,1,0
Georgia,Albania,0,1
Ukraine,Czech Republic,1,1
Iceland,Turkey,2,4
Wales,Montenegro,1,0
Azerbaijan,Slovakia,1,3
Estonia,Sweden,0,3
Tajikistan,Philippines,0,3
Thailand,Syria,2,1
Canada,Panama,2,1
Hong Kong,Cambodia,3,0
Mexico,United States,2,0
Comoros,Tunisia,1,1
Lesotho,Gabon,0,2
Morocco,Central African Republic,4,0
Mauritania,Egypt,0,1
Botswana,Cape Verde,1,0
Rwanda,Benin,2,1
Sudan,Ghana,2,0
Niger,Angola,0,1
Chad,Zambia,0,1
Sierra Leone,Ivory Coast,1,0
Tanzania,DR Congo,0,2
Ethiopia,Guinea,0,3
Guinea-Bissau,Mali,0,0
South Sudan,Uganda,1,2
Congo,South Africa,1,1
Malawi,Senegal,0,1
Costa Rica,Guatemala,3,0
Guadeloupe,Martinique,0,0
Suriname,Guyana,5,1
Dominican Republic,Antigua and Barbuda,5,0
Bermuda,Dominica,3,2
Barbados,Bahamas,6,2
Belize,Turks and Caicos Islands,3,0
Saint Kitts and Nevis,Cayman Islands,1,1
Scotland,Portugal,0,0
Poland,Croatia,3,3
Spain,Serbia,3,0
Switzerland,Denmark,2,2
Kosovo,Cyprus,3,0
Lithuania,Romania,1,2
Northern Ireland,Bulgaria,5,0
Belarus,Luxembourg,1,1
Colombia,Chile,4,0
Paraguay,Venezuela,2,1
Uruguay,Ecuador,0,0
Argentina,Bolivia,6,0
Brazil,Peru,4,0
Uzbekistan,United Arab Emirates,1,0
Iran,Qatar,4,1
Kyrgyzstan,North Korea,1,0
Jordan,Oman,4,0
Palestine,Kuwait,2,2
South Korea,Iraq,3,2
Japan,Australia,1,1
China,Indonesia,2,1
Saudi Arabia,Bahrain,0,0
Timor-Leste,Brunei,0,0
Bangladesh,Maldives,0,1
Tajikistan,Nepal,4,0
Liberia,Togo,1,0
Chad,Sierra Leone,1,1
Namibia,Cameroon,0,0
Belgium,Italy,0,1
France,Israel,0,0
Republic of Ireland,Finland,1,0
Greece,England,0,3
Kazakhstan,Austria,0,2
Slovenia,Norway,1,4
North Macedonia,Latvia,1,0
Armenia,Faroe Islands,0,1
Montserrat,Saint Vincent and the Grenadines,1,2
El Salvador,Bonaire,1,0
Belize,French Guiana,2,1
Saint Kitts and Nevis,Cuba,2,1
Costa Rica,Panama,0,1
Jamaica,United States,0,1
Hong Kong,Philippines,3,1
Malaysia,Laos,3,1
Malta,Liechtenstein,2,0
Singapore,Myanmar,3,2
Thailand,Lebanon,0,0
Venezuela,Brazil,1,1
Ecuador,Bolivia,4,0
Paraguay,Argentina,2,1
Solomon Islands,New Caledonia,2,3
Papua New Guinea,Fiji,3,3
North Korea,Iran,2,3
Qatar,Uzbekistan,3,2
United Arab Emirates,Kyrgyzstan,3,0
Kuwait,South Korea,1,3
Iraq,Jordan,0,0
Oman,Palestine,1,0
Bahrain,China,0,1
Australia,Saudi Arabia,0,0
Madagascar,Tunisia,2,3
Lesotho,Central African Republic,1,0
Rwanda,Libya,0,1
Benin,Nigeria,1,1
Equatorial Guinea,Algeria,0,0
Niger,Sudan,4,0
South Sudan,Congo,3,2
Burundi,Malawi,0,0
Burkina Faso,Senegal,0,1
